tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
3/19/2021,14,0,31,-17,5352,4730,110,512,SULAWESI BARAT
3/19/2021,19,1,1,17,4257,3544,119,594,MALUKU UTARA
3/19/2021,132,7,211,-86,33231,31331,813,1087,RIAU
3/19/2021,161,3,200,-42,31115,25446,748,4921,DAERAH ISTIMEWA YOGYAKARTA
3/19/2021,110,1,19,90,18898,10289,241,8368,PAPUA
3/19/2021,25,0,29,-4,8016,7325,129,562,PAPUA BARAT
3/19/2021,270,6,279,-15,61145,54737,1442,4966,KALIMANTAN TIMUR
3/19/2021,20,1,20,-1,5232,4841,152,239,BENGKULU
3/19/2021,16,0,0,16,9728,7986,388,1354,ACEH
3/19/2021,85,2,98,-15,26406,23040,891,2475,SUMATERA UTARA
3/19/2021,58,1,45,12,8366,7540,132,694,KEPULAUAN BANGKA BELITUNG
3/19/2021,109,2,80,27,30629,28864,674,1091,SUMATERA BARAT
3/19/2021,40,2,59,-21,13465,12148,713,604,LAMPUNG
3/19/2021,1588,24,1174,390,366964,354005,6142,6817,DKI JAKARTA
3/19/2021,611,48,842,-279,164672,118506,7277,38889,JAWA TENGAH
3/19/2021,19,0,4,15,8943,8534,225,184,KEPULAUAN RIAU
3/19/2021,207,7,328,-128,37665,34844,1050,1771,BALI
3/19/2021,30,0,58,-28,5487,4727,31,729,KALIMANTAN BARAT
3/19/2021,113,1,64,48,15740,13310,374,2056,KALIMANTAN TENGAH
3/19/2021,14,0,6,8,15248,12282,499,2467,SULAWESI UTARA
3/19/2021,32,2,88,-58,5867,4749,83,1035,JAMBI
3/19/2021,55,1,58,-4,10771,9206,274,1291,SULAWESI TENGAH
3/19/2021,3,0,12,-9,5019,4705,141,173,GORONTALO
3/19/2021,1448,13,1173,262,240267,207111,3070,30086,JAWA BARAT
3/19/2021,305,45,359,-99,136085,122071,9516,4498,JAWA TIMUR
3/19/2021,4,0,68,-64,7218,6690,110,418,MALUKU
3/19/2021,142,1,202,-61,58912,55430,899,2583,SULAWESI SELATAN
3/19/2021,40,1,36,3,16822,14666,795,1361,SUMATERA SELATAN
3/19/2021,325,5,80,240,34155,33132,937,86,BANTEN
3/19/2021,6,0,1,5,10177,9521,203,453,SULAWESI TENGGARA
3/20/2021,41,2,2,37,9211,7324,344,1543,NUSA TENGGARA BARAT
3/20/2021,160,1,34,125,11632,8907,305,2420,NUSA TENGGARA TIMUR
3/20/2021,215,4,188,23,25388,22328,791,2269,KALIMANTAN SELATAN
3/20/2021,45,0,26,19,10703,8997,164,1542,KALIMANTAN UTARA
3/20/2021,0,0,81,-81,5352,4811,110,431,SULAWESI BARAT
3/20/2021,10,0,6,4,4267,3550,119,598,MALUKU UTARA
3/20/2021,219,3,114,102,33450,31445,816,1189,RIAU
3/20/2021,242,5,100,137,31357,25546,753,5058,DAERAH ISTIMEWA YOGYAKARTA
3/20/2021,40,1,0,39,18938,10289,242,8407,PAPUA
3/20/2021,42,1,41,0,8058,7366,130,562,PAPUA BARAT
3/20/2021,224,7,339,-122,61369,55076,1449,4844,KALIMANTAN TIMUR
3/20/2021,10,1,10,-1,5242,4851,153,238,BENGKULU
3/20/2021,15,0,23,-8,9743,8009,388,1346,ACEH
3/20/2021,86,3,83,0,26492,23123,894,2475,SUMATERA UTARA
3/20/2021,165,1,101,63,8531,7641,133,757,KEPULAUAN BANGKA BELITUNG
3/20/2021,77,1,172,-96,30706,29036,675,995,SUMATERA BARAT
3/20/2021,54,6,30,18,13519,12178,719,622,LAMPUNG
3/20/2021,1935,22,1184,729,368899,355189,6164,7546,DKI JAKARTA
3/20/2021,221,9,302,-90,164893,118808,7286,38799,JAWA TENGAH
3/20/2021,12,0,3,9,8955,8537,225,193,KEPULAUAN RIAU
3/20/2021,130,7,279,-156,37795,35123,1057,1615,BALI
3/20/2021,40,1,64,-25,5527,4791,32,704,KALIMANTAN BARAT
3/20/2021,88,1,41,46,15828,13351,375,2102,KALIMANTAN TENGAH
3/20/2021,12,0,8,4,15260,12290,499,2471,SULAWESI UTARA
3/20/2021,25,6,76,-57,5892,4825,89,978,JAMBI
3/20/2021,42,2,86,-46,10813,9292,276,1245,SULAWESI TENGAH
3/20/2021,17,0,5,12,5036,4710,141,185,GORONTALO
3/20/2021,934,8,1832,-906,241201,208943,3078,29180,JAWA BARAT
3/20/2021,288,73,332,-117,136373,122403,9589,4381,JAWA TIMUR
3/20/2021,10,0,11,-1,7228,6701,110,417,MALUKU
3/20/2021,60,2,243,-185,58972,55673,901,2398,SULAWESI SELATAN
3/20/2021,52,1,32,19,16874,14698,796,1380,SUMATERA SELATAN
3/20/2021,233,2,64,167,34388,33196,939,253,BANTEN
3/20/2021,26,0,0,26,10203,9521,203,479,SULAWESI TENGGARA
3/21/2021,33,0,8,25,9244,7332,344,1568,NUSA TENGGARA BARAT
3/21/2021,37,4,90,-57,11669,8997,309,2363,NUSA TENGGARA TIMUR
3/21/2021,228,0,116,112,25616,22444,791,2381,KALIMANTAN SELATAN
3/21/2021,21,0,14,7,10724,9011,164,1549,KALIMANTAN UTARA
3/21/2021,3,0,51,-48,5355,4862,110,383,SULAWESI BARAT
3/21/2021,0,0,6,-6,4267,3556,119,592,MALUKU UTARA
3/21/2021,49,0,112,-63,33499,31557,816,1126,RIAU
3/21/2021,95,4,60,31,31452,25606,757,5089,DAERAH ISTIMEWA YOGYAKARTA
3/21/2021,5,2,35,-32,18943,10324,244,8375,PAPUA
3/21/2021,37,0,38,-1,8095,7404,130,561,PAPUA BARAT
3/21/2021,218,8,374,-164,61587,55450,1457,4680,KALIMANTAN TIMUR
3/21/2021,13,0,15,-2,5255,4866,153,236,BENGKULU
3/21/2021,0,0,0,0,9743,8009,388,1346,ACEH
3/21/2021,53,3,60,-10,26545,23183,897,2465,SUMATERA UTARA
3/21/2021,95,3,92,0,8626,7733,136,757,KEPULAUAN BANGKA BELITUNG
3/21/2021,87,2,60,25,30793,29096,677,1020,SUMATERA BARAT
3/21/2021,58,7,30,21,13577,12208,726,643,LAMPUNG
3/21/2021,1638,23,1884,-269,370537,357073,6187,7277,DKI JAKARTA
3/21/2021,102,4,102,-4,164995,118910,7290,38795,JAWA TENGAH
3/21/2021,5,0,15,-10,8960,8552,225,183,KEPULAUAN RIAU
3/21/2021,186,2,124,60,37981,35247,1059,1675,BALI
3/21/2021,39,0,53,-14,5566,4844,32,690,KALIMANTAN BARAT
3/21/2021,201,0,8,193,16029,13359,375,2295,KALIMANTAN TENGAH
3/21/2021,4,0,6,-2,15264,12296,499,2469,SULAWESI UTARA
3/21/2021,22,0,16,6,5914,4841,89,984,JAMBI
3/21/2021,21,3,88,-70,10834,9380,279,1175,SULAWESI TENGAH
3/21/2021,2,1,2,-1,5038,4712,142,184,GORONTALO
3/21/2021,574,1,1383,-810,241775,210326,3079,28370,JAWA BARAT
3/21/2021,291,22,542,-273,136664,122945,9611,4108,JAWA TIMUR
3/21/2021,4,0,6,-2,7232,6707,110,415,MALUKU
3/21/2021,49,0,303,-254,59021,55976,901,2144,SULAWESI SELATAN
3/21/2021,54,2,49,3,16928,14747,798,1383,SUMATERA SELATAN
3/21/2021,211,0,47,164,34599,33243,939,417,BANTEN
3/21/2021,17,1,0,16,10220,9521,204,495,SULAWESI TENGGARA
3/22/2021,64,1,50,13,9308,7382,345,1581,NUSA TENGGARA BARAT
3/22/2021,76,1,56,19,11745,9053,310,2382,NUSA TENGGARA TIMUR
3/22/2021,207,4,91,112,25823,22535,795,2493,KALIMANTAN SELATAN
3/22/2021,106,0,8,98,10830,9019,164,1647,KALIMANTAN UTARA
3/22/2021,2,0,71,-69,5357,4933,110,314,SULAWESI BARAT
3/22/2021,7,0,25,-18,4274,3581,119,574,MALUKU UTARA
3/22/2021,74,4,76,-6,33573,31633,820,1120,RIAU
3/22/2021,143,4,174,-35,31595,25780,761,5054,DAERAH ISTIMEWA YOGYAKARTA
3/22/2021,20,1,0,19,18963,10324,245,8394,PAPUA
3/22/2021,15,0,41,-26,8110,7445,130,535,PAPUA BARAT
3/22/2021,71,7,409,-345,61658,55859,1464,4335,KALIMANTAN TIMUR
3/22/2021,3,0,15,-12,5258,4881,153,224,BENGKULU
3/22/2021,20,0,3,17,9763,8012,388,1363,ACEH
3/22/2021,85,2,81,2,26630,23264,899,2467,SUMATERA UTARA
3/22/2021,84,3,78,3,8710,7811,139,760,KEPULAUAN BANGKA BELITUNG
3/22/2021,41,0,59,-18,30834,29155,677,1002,SUMATERA BARAT
3/22/2021,36,6,41,-11,13613,12249,732,632,LAMPUNG
3/22/2021,1474,8,1715,-249,372011,358788,6195,7028,DKI JAKARTA
3/22/2021,740,21,1713,-994,165735,120623,7311,37801,JAWA TENGAH
3/22/2021,33,1,25,7,8993,8577,226,190,KEPULAUAN RIAU
3/22/2021,174,7,225,-58,38155,35472,1066,1617,BALI
3/22/2021,0,0,0,0,5566,4844,32,690,KALIMANTAN BARAT
3/22/2021,87,7,107,-27,16116,13466,382,2268,KALIMANTAN TENGAH
3/22/2021,16,0,61,-45,15280,12357,499,2424,SULAWESI UTARA
3/22/2021,14,0,31,-17,5928,4872,89,967,JAMBI
3/22/2021,84,2,138,-56,10918,9518,281,1119,SULAWESI TENGAH
3/22/2021,2,0,16,-14,5040,4728,142,170,GORONTALO
3/22/2021,1382,25,1328,29,243157,211654,3104,28399,JAWA BARAT
3/22/2021,271,28,323,-80,136935,123268,9639,4028,JAWA TIMUR
3/22/2021,4,0,7,-3,7236,6714,110,412,MALUKU
3/22/2021,53,1,196,-144,59074,56172,902,2000,SULAWESI SELATAN
3/22/2021,45,2,260,-217,16973,15007,800,1166,SUMATERA SELATAN
3/22/2021,440,0,46,394,35039,33289,939,811,BANTEN
3/22/2021,0,0,3,-3,10220,9524,204,492,SULAWESI TENGGARA
3/23/2021,15,0,2,13,9323,7384,345,1594,NUSA TENGGARA BARAT
3/23/2021,169,10,73,86,11914,9126,320,2468,NUSA TENGGARA TIMUR
3/23/2021,140,4,117,19,25963,22652,799,2512,KALIMANTAN SELATAN
3/23/2021,41,2,71,-32,10871,9090,166,1615,KALIMANTAN UTARA
3/23/2021,0,0,42,-42,5357,4975,110,272,SULAWESI BARAT
3/23/2021,3,0,2,1,4277,3583,119,575,MALUKU UTARA
3/23/2021,167,3,71,93,33740,31704,823,1213,RIAU
3/23/2021,205,3,220,-18,31800,26000,764,5036,DAERAH ISTIMEWA YOGYAKARTA
3/23/2021,59,0,21,38,19022,10345,245,8432,PAPUA
3/23/2021,24,0,24,0,8134,7469,130,535,PAPUA BARAT
3/23/2021,234,2,332,-100,61892,56191,1466,4235,KALIMANTAN TIMUR
3/23/2021,35,0,15,20,5293,4896,153,244,BENGKULU
3/23/2021,15,1,7,7,9778,8019,389,1370,ACEH
3/23/2021,97,0,71,26,26727,23335,899,2493,SUMATERA UTARA
3/23/2021,44,1,86,-43,8754,7897,140,717,KEPULAUAN BANGKA BELITUNG
3/23/2021,90,2,41,47,30924,29196,679,1049,SUMATERA BARAT
3/23/2021,37,2,61,-26,13650,12310,734,606,LAMPUNG
3/23/2021,816,11,1691,-886,372827,360479,6206,6142,DKI JAKARTA
3/23/2021,734,23,1095,-384,166469,121718,7334,37417,JAWA TENGAH
3/23/2021,15,0,6,9,9008,8583,226,199,KEPULAUAN RIAU
3/23/2021,182,10,116,56,38337,35588,1076,1673,BALI
3/23/2021,39,0,53,-14,5605,4897,32,676,KALIMANTAN BARAT
3/23/2021,148,0,32,116,16264,13498,382,2384,KALIMANTAN TENGAH
3/23/2021,0,0,3,-3,15280,12360,499,2421,SULAWESI UTARA
3/23/2021,19,0,27,-8,5947,4899,89,959,JAMBI
3/23/2021,70,4,74,-8,10988,9592,285,1111,SULAWESI TENGAH
3/23/2021,34,0,27,7,5074,4755,142,177,GORONTALO
3/23/2021,962,11,1597,-646,244119,213251,3115,27753,JAWA BARAT
3/23/2021,239,28,377,-166,137174,123645,9667,3862,JAWA TIMUR
3/23/2021,21,0,14,7,7257,6728,110,419,MALUKU
3/23/2021,65,2,130,-67,59139,56302,904,1933,SULAWESI SELATAN
3/23/2021,27,2,88,-63,17000,15095,802,1103,SUMATERA SELATAN
3/23/2021,298,2,76,220,35337,33365,941,1031,BANTEN
3/23/2021,2,0,18,-16,10222,9542,204,476,SULAWESI TENGGARA
3/24/2021,38,0,5,33,9361,7389,345,1627,NUSA TENGGARA BARAT
3/24/2021,98,3,152,-57,12012,9278,323,2411,NUSA TENGGARA TIMUR
3/24/2021,190,5,363,-178,26153,23015,804,2334,KALIMANTAN SELATAN
3/24/2021,16,0,53,-37,10887,9143,166,1578,KALIMANTAN UTARA
3/24/2021,1,2,5,-6,5358,4980,112,266,SULAWESI BARAT
3/24/2021,7,0,11,-4,4284,3594,119,571,MALUKU UTARA
3/24/2021,125,5,141,-21,33865,31845,828,1192,RIAU
3/24/2021,254,4,150,100,32054,26150,768,5136,DAERAH ISTIMEWA YOGYAKARTA
3/24/2021,66,0,12,54,19088,10357,245,8486,PAPUA
3/24/2021,15,1,30,-16,8149,7499,131,519,PAPUA BARAT
3/24/2021,275,6,378,-109,62167,56569,1472,4126,KALIMANTAN TIMUR
3/24/2021,24,0,15,9,5317,4911,153,253,BENGKULU
3/24/2021,13,1,0,12,9791,8019,390,1382,ACEH
3/24/2021,91,1,74,16,26818,23409,900,2509,SUMATERA UTARA
3/24/2021,68,0,41,27,8822,7938,140,744,KEPULAUAN BANGKA BELITUNG
3/24/2021,89,0,105,-16,31013,29301,679,1033,SUMATERA BARAT
3/24/2021,51,3,34,14,13701,12344,737,620,LAMPUNG
3/24/2021,890,11,1986,-1107,373717,362465,6217,5035,DKI JAKARTA
3/24/2021,403,27,1156,-780,166872,122874,7361,36637,JAWA TENGAH
3/24/2021,31,1,1,29,9039,8584,227,228,KEPULAUAN RIAU
3/24/2021,189,10,158,21,38526,35746,1086,1694,BALI
3/24/2021,42,0,69,-27,5647,4966,32,649,KALIMANTAN BARAT
3/24/2021,161,0,70,91,16425,13568,382,2475,KALIMANTAN TENGAH
3/24/2021,0,0,13,-13,15280,12373,499,2408,SULAWESI UTARA
3/24/2021,24,0,10,14,5971,4909,89,973,JAMBI
3/24/2021,33,6,216,-189,11021,9808,291,922,SULAWESI TENGAH
3/24/2021,0,2,2,-4,5074,4757,144,173,GORONTALO
3/24/2021,1068,3,2634,-1569,245187,215885,3118,26184,JAWA BARAT
3/24/2021,289,23,566,-300,137463,124211,9690,3562,JAWA TIMUR
3/24/2021,26,0,0,26,7283,6728,110,445,MALUKU
3/24/2021,77,0,160,-83,59216,56462,904,1850,SULAWESI SELATAN
3/24/2021,51,3,59,-11,17051,15154,805,1092,SUMATERA SELATAN
3/24/2021,259,1,165,93,35596,33530,942,1124,BANTEN
3/24/2021,3,0,0,3,10225,9542,204,479,SULAWESI TENGGARA
3/25/2021,41,0,13,28,9402,7402,345,1655,NUSA TENGGARA BARAT
3/25/2021,54,1,108,-55,12066,9386,324,2356,NUSA TENGGARA TIMUR
3/25/2021,236,3,110,123,26389,23125,807,2457,KALIMANTAN SELATAN
3/25/2021,37,1,10,26,10924,9153,167,1604,KALIMANTAN UTARA
3/25/2021,1,0,25,-24,5359,5005,112,242,SULAWESI BARAT
3/25/2021,0,1,27,-28,4284,3621,120,543,MALUKU UTARA
3/25/2021,120,7,85,28,33985,31930,835,1220,RIAU
3/25/2021,258,1,193,64,32312,26343,769,5200,DAERAH ISTIMEWA YOGYAKARTA
3/25/2021,116,0,40,76,19204,10397,245,8562,PAPUA
3/25/2021,22,0,49,-27,8171,7548,131,492,PAPUA BARAT
3/25/2021,319,9,427,-117,62486,56996,1481,4009,KALIMANTAN TIMUR
3/25/2021,7,0,14,-7,5324,4925,153,246,BENGKULU
3/25/2021,6,3,2,1,9797,8021,393,1383,ACEH
3/25/2021,74,0,95,-21,26892,23504,900,2488,SUMATERA UTARA
3/25/2021,101,2,83,16,8923,8021,142,760,KEPULAUAN BANGKA BELITUNG
3/25/2021,111,0,123,-12,31124,29424,679,1021,SUMATERA BARAT
3/25/2021,51,1,63,-13,13752,12407,738,607,LAMPUNG
3/25/2021,1727,12,490,1225,375444,362955,6229,6260,DKI JAKARTA
3/25/2021,438,18,568,-148,167310,123442,7379,36489,JAWA TENGAH
3/25/2021,42,0,21,21,9081,8605,227,249,KEPULAUAN RIAU
3/25/2021,201,5,140,56,38727,35886,1091,1750,BALI
3/25/2021,32,0,43,-11,5679,5009,32,638,KALIMANTAN BARAT
3/25/2021,107,0,19,88,16532,13587,382,2563,KALIMANTAN TENGAH
3/25/2021,29,0,10,19,15309,12383,499,2427,SULAWESI UTARA
3/25/2021,48,0,2,46,6019,4911,89,1019,JAMBI
3/25/2021,24,1,39,-16,11045,9847,292,906,SULAWESI TENGAH
3/25/2021,7,0,8,-1,5081,4765,144,172,GORONTALO
3/25/2021,1187,8,1328,-149,246374,217213,3126,26035,JAWA BARAT
3/25/2021,348,21,345,-18,137811,124556,9711,3544,JAWA TIMUR
3/25/2021,33,0,41,-8,7316,6769,110,437,MALUKU
3/25/2021,68,2,160,-94,59284,56622,906,1756,SULAWESI SELATAN
3/25/2021,118,2,131,-15,17169,15285,807,1077,SUMATERA SELATAN
3/25/2021,91,0,47,44,35687,33577,942,1168,BANTEN
3/25/2021,1,0,1,0,10226,9543,204,479,SULAWESI TENGGARA
3/26/2021,17,0,1,16,9419,7403,345,1671,NUSA TENGGARA BARAT
3/26/2021,43,0,37,6,12109,9423,324,2362,NUSA TENGGARA TIMUR
3/26/2021,215,3,159,53,26604,23284,810,2510,KALIMANTAN SELATAN
3/26/2021,48,1,62,-15,10972,9215,168,1589,KALIMANTAN UTARA
3/26/2021,0,0,46,-46,5359,5051,112,196,SULAWESI BARAT
3/26/2021,9,0,1,8,4293,3622,120,551,MALUKU UTARA
3/26/2021,169,0,107,62,34154,32037,835,1282,RIAU
3/26/2021,232,8,140,84,32544,26483,777,5284,DAERAH ISTIMEWA YOGYAKARTA
3/26/2021,89,0,5,84,19293,10402,245,8646,PAPUA
3/26/2021,18,0,55,-37,8189,7603,131,455,PAPUA BARAT
3/26/2021,247,6,628,-387,62733,57624,1487,3622,KALIMANTAN TIMUR
3/26/2021,8,1,15,-8,5332,4940,154,238,BENGKULU
3/26/2021,15,0,16,-1,9812,8037,393,1382,ACEH
3/26/2021,79,1,80,-2,26971,23584,901,2486,SUMATERA UTARA
3/26/2021,52,0,93,-41,8975,8114,142,719,KEPULAUAN BANGKA BELITUNG
3/26/2021,115,0,46,69,31239,29470,679,1090,SUMATERA BARAT
3/26/2021,43,1,53,-11,13795,12460,739,596,LAMPUNG
3/26/2021,1381,11,897,473,376825,363852,6240,6733,DKI JAKARTA
3/26/2021,267,8,545,-286,167577,123987,7387,36203,JAWA TENGAH
3/26/2021,17,2,17,-2,9098,8622,229,247,KEPULAUAN RIAU
3/26/2021,178,6,170,2,38905,36056,1097,1752,BALI
3/26/2021,54,0,49,5,5733,5058,32,643,KALIMANTAN BARAT
3/26/2021,95,0,90,5,16627,13677,382,2568,KALIMANTAN TENGAH
3/26/2021,17,0,6,11,15326,12389,499,2438,SULAWESI UTARA
3/26/2021,15,2,10,3,6034,4921,91,1022,JAMBI
3/26/2021,34,2,35,-3,11079,9882,294,903,SULAWESI TENGAH
3/26/2021,21,0,13,8,5102,4778,144,180,GORONTALO
3/26/2021,991,7,1511,-527,247365,218724,3133,25508,JAWA BARAT
3/26/2021,339,24,401,-86,138150,124957,9735,3458,JAWA TIMUR
3/26/2021,6,0,12,-6,7322,6781,110,431,MALUKU
3/26/2021,32,0,186,-154,59316,56808,906,1602,SULAWESI SELATAN
3/26/2021,89,17,26,46,17258,15311,824,1123,SUMATERA SELATAN
3/26/2021,176,2,51,123,35863,33628,944,1291,BANTEN
3/26/2021,6,0,42,-36,10232,9585,204,443,SULAWESI TENGGARA
3/27/2021,35,3,6,26,9454,7409,348,1697,NUSA TENGGARA BARAT
3/27/2021,53,0,56,-3,12162,9479,324,2359,NUSA TENGGARA TIMUR
3/27/2021,267,4,164,99,26871,23448,814,2609,KALIMANTAN SELATAN
3/27/2021,27,2,18,7,10999,9233,170,1596,KALIMANTAN UTARA
3/27/2021,1,0,7,-6,5360,5058,112,190,SULAWESI BARAT
3/27/2021,7,0,5,2,4300,3627,120,553,MALUKU UTARA
3/27/2021,112,3,75,34,34266,32112,838,1316,RIAU
3/27/2021,140,11,200,-71,32684,26683,788,5213,DAERAH ISTIMEWA YOGYAKARTA
3/27/2021,121,0,0,121,19414,10402,245,8767,PAPUA
3/27/2021,44,0,36,8,8233,7639,131,463,PAPUA BARAT
3/27/2021,196,3,299,-106,62929,57923,1490,3516,KALIMANTAN TIMUR
3/27/2021,5,0,0,5,5337,4940,154,243,BENGKULU
3/27/2021,21,2,6,13,9833,8043,395,1395,ACEH
3/27/2021,80,3,76,1,27051,23660,904,2487,SUMATERA UTARA
3/27/2021,75,3,53,19,9050,8167,145,738,KEPULAUAN BANGKA BELITUNG
3/27/2021,110,1,64,45,31349,29534,680,1135,SUMATERA BARAT
3/27/2021,48,4,51,-7,13843,12511,743,589,LAMPUNG
3/27/2021,1354,18,599,737,378179,364451,6258,7470,DKI JAKARTA
3/27/2021,141,9,87,45,167718,124074,7396,36248,JAWA TENGAH
3/27/2021,25,0,1,24,9123,8623,229,271,KEPULAUAN RIAU
3/27/2021,145,8,135,2,39050,36191,1105,1754,BALI
3/27/2021,66,0,51,15,5799,5109,32,658,KALIMANTAN BARAT
3/27/2021,183,0,55,128,16810,13732,382,2696,KALIMANTAN TENGAH
3/27/2021,19,0,6,13,15345,12395,499,2451,SULAWESI UTARA
3/27/2021,45,1,27,17,6079,4948,92,1039,JAMBI
3/27/2021,13,0,20,-7,11092,9902,294,896,SULAWESI TENGAH
3/27/2021,8,1,8,-1,5110,4786,145,179,GORONTALO
3/27/2021,571,102,1294,-825,247936,220018,3235,24683,JAWA BARAT
3/27/2021,275,17,452,-194,138425,125409,9752,3264,JAWA TIMUR
3/27/2021,15,0,10,5,7337,6791,110,436,MALUKU
3/27/2021,34,0,161,-127,59350,56969,906,1475,SULAWESI SELATAN
3/27/2021,84,2,16,66,17342,15327,826,1189,SUMATERA SELATAN
3/27/2021,220,0,71,149,36083,33699,944,1440,BANTEN
3/27/2021,13,1,0,12,10245,9585,205,455,SULAWESI TENGGARA
3/28/2021,6,0,0,6,9460,7409,348,1703,NUSA TENGGARA BARAT
3/28/2021,20,0,13,7,12182,9492,324,2366,NUSA TENGGARA TIMUR
3/28/2021,248,6,196,46,27119,23644,820,2655,KALIMANTAN SELATAN
3/28/2021,59,0,31,28,11058,9264,170,1624,KALIMANTAN UTARA
3/28/2021,3,0,2,1,5363,5060,112,191,SULAWESI BARAT
3/28/2021,4,0,0,4,4304,3627,120,557,MALUKU UTARA
3/28/2021,125,1,95,29,34391,32207,839,1345,RIAU
3/28/2021,127,6,179,-58,32811,26862,794,5155,DAERAH ISTIMEWA YOGYAKARTA
3/28/2021,15,0,15,0,19429,10417,245,8767,PAPUA
3/28/2021,31,0,40,-9,8264,7679,131,454,PAPUA BARAT
3/28/2021,164,4,366,-206,63093,58289,1494,3310,KALIMANTAN TIMUR
3/28/2021,27,0,0,27,5364,4940,154,270,BENGKULU
3/28/2021,12,0,19,-7,9845,8062,395,1388,ACEH
3/28/2021,69,2,86,-19,27120,23746,906,2468,SUMATERA UTARA
3/28/2021,94,2,50,42,9144,8217,147,780,KEPULAUAN BANGKA BELITUNG
3/28/2021,106,2,128,-24,31455,29662,682,1111,SUMATERA BARAT
3/28/2021,35,5,47,-17,13878,12558,748,572,LAMPUNG
3/28/2021,1470,23,1175,272,379649,365626,6281,7742,DKI JAKARTA
3/28/2021,101,1,1,99,167819,124075,7397,36347,JAWA TENGAH
3/28/2021,20,0,8,12,9143,8631,229,283,KEPULAUAN RIAU
3/28/2021,121,5,126,-10,39171,36317,1110,1744,BALI
3/28/2021,10,0,63,-53,5809,5172,32,605,KALIMANTAN BARAT
3/28/2021,111,0,40,71,16921,13772,382,2767,KALIMANTAN TENGAH
3/28/2021,5,0,4,1,15350,12399,499,2452,SULAWESI UTARA
3/28/2021,53,0,12,41,6132,4960,92,1080,JAMBI
3/28/2021,18,0,58,-40,11110,9960,294,856,SULAWESI TENGAH
3/28/2021,8,0,0,8,5118,4786,145,187,GORONTALO
3/28/2021,575,5,738,-168,248511,220756,3240,24515,JAWA BARAT
3/28/2021,265,19,339,-93,138690,125748,9771,3171,JAWA TIMUR
3/28/2021,3,0,21,-18,7340,6812,110,418,MALUKU
3/28/2021,35,1,139,-105,59385,57108,907,1370,SULAWESI SELATAN
3/28/2021,101,5,83,13,17443,15410,831,1202,SUMATERA SELATAN
3/28/2021,79,0,29,50,36162,33728,944,1490,BANTEN
3/28/2021,4,0,3,1,10249,9588,205,456,SULAWESI TENGGARA
3/29/2021,32,2,12,18,9492,7421,350,1721,NUSA TENGGARA BARAT
3/29/2021,27,2,498,-473,12209,9990,326,1893,NUSA TENGGARA TIMUR
3/29/2021,275,6,217,52,27394,23861,826,2707,KALIMANTAN SELATAN
3/29/2021,15,1,6,8,11073,9270,171,1632,KALIMANTAN UTARA
3/29/2021,1,0,49,-48,5364,5109,112,143,SULAWESI BARAT
3/29/2021,6,0,34,-28,4310,3661,120,529,MALUKU UTARA
3/29/2021,69,5,105,-41,34460,32312,844,1304,RIAU
3/29/2021,106,6,172,-72,32917,27034,800,5083,DAERAH ISTIMEWA YOGYAKARTA
3/29/2021,50,1,11,38,19479,10428,246,8805,PAPUA
3/29/2021,11,0,7,4,8275,7686,131,458,PAPUA BARAT
3/29/2021,124,3,300,-179,63217,58589,1497,3131,KALIMANTAN TIMUR
3/29/2021,10,0,42,-32,5374,4982,154,238,BENGKULU
3/29/2021,8,1,6,1,9853,8068,396,1389,ACEH
3/29/2021,74,1,78,-5,27194,23824,907,2463,SUMATERA UTARA
3/29/2021,63,2,54,7,9207,8271,149,787,KEPULAUAN BANGKA BELITUNG
3/29/2021,41,1,37,3,31496,29699,683,1114,SUMATERA BARAT
3/29/2021,61,1,54,6,13939,12612,749,578,LAMPUNG
3/29/2021,1014,22,1079,-87,380663,366705,6303,7655,DKI JAKARTA
3/29/2021,390,37,870,-517,168209,124945,7434,35830,JAWA TENGAH
3/29/2021,11,0,2,9,9154,8633,229,292,KEPULAUAN RIAU
3/29/2021,144,8,232,-96,39315,36549,1118,1648,BALI
3/29/2021,0,0,0,0,5809,5172,32,605,KALIMANTAN BARAT
3/29/2021,72,0,47,25,16993,13819,382,2792,KALIMANTAN TENGAH
3/29/2021,2,0,10,-8,15352,12409,499,2444,SULAWESI UTARA
3/29/2021,46,2,33,11,6178,4993,94,1091,JAMBI
3/29/2021,26,0,64,-38,11136,10024,294,818,SULAWESI TENGAH
3/29/2021,2,0,14,-12,5120,4800,145,175,GORONTALO
3/29/2021,1373,8,1235,130,249884,221991,3248,24645,JAWA BARAT
3/29/2021,251,33,804,-586,138941,126552,9804,2585,JAWA TIMUR
3/29/2021,0,0,12,-12,7340,6824,110,406,MALUKU
3/29/2021,46,0,109,-63,59431,57217,907,1307,SULAWESI SELATAN
3/29/2021,91,1,70,20,17534,15480,832,1222,SUMATERA SELATAN
3/29/2021,328,1,90,237,36490,33818,945,1727,BANTEN
3/29/2021,4,0,16,-12,10253,9604,205,444,SULAWESI TENGGARA
3/30/2021,60,4,75,-19,9552,7496,354,1702,NUSA TENGGARA BARAT
3/30/2021,116,4,18,94,12325,10008,330,1987,NUSA TENGGARA TIMUR
3/30/2021,221,3,82,136,27615,23943,829,2843,KALIMANTAN SELATAN
